"Billing Tag","Client","Agent","Instance","Backupset","Subclient","Storage Policy","Copy","Front End Backup Size","Front End Archive Size","Primary App Size","Protected App Size","Media Size"
"DCCM - OnPremisses","SRVEGSTACR001","Virtual Server in vcenterment.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAM-CTRL-HML-CLUSTER","#STP_DATACENTER_VM_01","Primary","0.044","0","0.17","0.17","0.03"
"DCCM - OnPremisses","SRVEGSTACR002","Virtual Server in vcenterment.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAM-CTRL-HML-CLUSTER","#STP_DATACENTER_VM_01","Primary","0.041","0","0.165","0.165","0.029"
"DCCM - OnPremisses","SRVEGSTACR003","Virtual Server in vcenterment.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAM-CTRL-HML-CLUSTER","#STP_DATACENTER_VM_01","Primary","0.019","0","0.171","0.171","0.03"
"DCCM - OnPremisses","SRVEGSTACR004","Virtual Server in vcenterment.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAM-CTRL-HML-CLUSTER","#STP_DATACENTER_VM_01","Primary","0.052","0","0.188","0.188","0.033"
"DCCM - OnPremisses","SRVEGSTACRSUP01","Virtual Server in vcenterment.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAM-CTRL-HML-CLUSTER","#STP_DATACENTER_VM_01","Primary","0.05","0","0.095","0.095","0.017"
"DCCM - OnPremisses","SRVEGSTMAMBTM01","Virtual Server in vcenterment.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAM-CTRL-HML-CLUSTER","#STP_DATACENTER_VM_01","Primary","0.036","0","0.243","0.243","0.042"
"DCCM - OnPremisses","SRVEGSTMAMCOR01","Virtual Server in vcenterment.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAM-CTRL-HML-CLUSTER","#STP_DATACENTER_VM_01","Primary","0.126","0","0.717","0.717","0.125"
"DCCM - OnPremisses","SRVEGSTMAMCOR02","Virtual Server in vcenterment.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAM-CTRL-HML-CLUSTER","#STP_DATACENTER_VM_01","Primary","0.172","0","0.566","0.566","0.099"
"DCCM - OnPremisses","SRVEGSTMAMMS01","Virtual Server in vcenterment.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAM-CTRL-HML-CLUSTER","#STP_DATACENTER_VM_01","Primary","0.124","0","0.587","0.587","0.103"
"DCCM - OnPremisses","SRVEGTAMAMCOR01","Virtual Server in vcenterment.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAM-CTRL-HML-CLUSTER","#STP_DATACENTER_VM_01","Primary","0.166","0","0.596","0.596","0.104"
"DCCM - OnPremisses","SRVEGTAMAMDB01","Virtual Server in vcenterment.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAM-CTRL-HML-CLUSTER","#STP_DATACENTER_VM_01","Primary","0.16","0","0.499","0.499","0.087"
"DCCM - OnPremisses","SRVEGTAMAMMS01","Virtual Server in vcenterment.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAM-CTRL-HML-CLUSTER","#STP_DATACENTER_VM_01","Primary","0.163","0","0.473","0.473","0.083"
"DCCM - OnPremisses","srvexa01vm01","Linux File System","DefaultInstanceName","defaultBackupSet","FS-BACKUP_ACFS","#STP_DATACENTER_FS_02","1.Primary","5.518","0","34.391","34.391","5.033"
"DCCM - OnPremisses","srvexa01vm01","Linux File System","DefaultInstanceName","defaultBackupSet","FS-srvexa01vm01","#STP_DATACENTER_FS_02","1.Primary","3.961","0","19.788","19.788","2.896"
"DCCM - OnPremisses","srvexa01vm01","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U02","#STP_DATACENTER_FS_02","1.Primary","0.124","0","0.587","0.587","0.086"
"DCCM - OnPremisses","srvexa01vm01","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U01","#STP_DATACENTER_FS_02","1.Primary","0.037","0","0.216","0.216","0.032"
"DCCM - OnPremisses","srvexa01vm01","Linux File System","DefaultInstanceName","defaultBackupSet","SCTASK0394670_SCTASK0394678","#STP_DATACENTER_FS_02","1.Primary","0.002","0","0.005","0.005","0.001"
"AWS - Glacier","srvexa01vm01","Linux File System","DefaultInstanceName","defaultBackupSet","FS-srvexa01vm01","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvexa01vm01","Linux File System","DefaultInstanceName","defaultBackupSet","FS-srvexa01vm01","#STP_DATACENTER_FS_02","2.AWS","0","0","0","1.707","0.817"
"AWS - Glacier","srvexa01vm01","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U01","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvexa01vm01","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U01","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.02","0.005"
"AWS - Glacier","srvexa01vm01","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U02","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvexa01vm01","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U02","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.085","0.016"
"AWS - Glacier","srvexa01vm01","Linux File System","DefaultInstanceName","defaultBackupSet","FS-BACKUP_ACFS","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvexa01vm01","Linux File System","DefaultInstanceName","defaultBackupSet","FS-BACKUP_ACFS","#STP_DATACENTER_FS_02","2.AWS","0","0","0","1.879","1.749"
"DCCM - OnPremisses","srvexa01vm01","Linux File System","DefaultInstanceName","defaultBackupSet","SCTASK0404384","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","0"
"DCCM - OnPremisses","srvexa01vm01","Linux File System","DefaultInstanceName","defaultBackupSet","SCTASK0398319","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","0"
"DCCM - OnPremisses","srvexa01vm02","Linux File System","DefaultInstanceName","defaultBackupSet","FS-srvexa01vm02","#STP_DATACENTER_FS_02","1.Primary","3.955","0","19.761","19.761","2.892"
"DCCM - OnPremisses","srvexa01vm02","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U01_U02","#STP_DATACENTER_FS_02","1.Primary","0.275","0","2.037","2.037","0.298"
"AWS - Glacier","srvexa01vm02","Linux File System","DefaultInstanceName","defaultBackupSet","FS-srvexa01vm02","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"AWS - Glacier","srvexa01vm02","Linux File System","DefaultInstanceName","defaultBackupSet","FS-srvexa01vm02","#STP_DATACENTER_FS_03","1-Primary","0","0","0","0","0"
"AWS - Glacier","srvexa01vm02","Linux File System","DefaultInstanceName","defaultBackupSet","FS-srvexa01vm02","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvexa01vm02","Linux File System","DefaultInstanceName","defaultBackupSet","FS-srvexa01vm02","#STP_DATACENTER_FS_02","2.AWS","0","0","0","3.117","1.488"
"AWS - Glacier","srvexa01vm02","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U01_U02","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvexa01vm02","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U01_U02","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvexa01vm02","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U01_U02","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.178","0.034"
"AWS - Glacier","srvexa01vm02","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U01_U02","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"AWS - Glacier","srvexa01vm02","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U01_U02","#STP_DATACENTER_FS_03","1-Primary","0","0","0","0","0"
"DCCM - OnPremisses","srvexa01vm03","Linux File System","DefaultInstanceName","defaultBackupSet","FS-ACFS_BACKUP","#STP_DATACENTER_FS_02","1.Primary","5.458","0","35.021","35.021","5.125"
"DCCM - OnPremisses","srvexa01vm03","Linux File System","DefaultInstanceName","defaultBackupSet","FS-srvexa01vm03","#STP_DATACENTER_FS_02","1.Primary","3.958","0","16.128","16.128","2.36"
"DCCM - OnPremisses","srvexa01vm03","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U01_U02","#STP_DATACENTER_FS_02","1.Primary","0.313","0","7.859","7.859","1.15"
"AWS - Glacier","srvexa01vm03","Linux File System","DefaultInstanceName","defaultBackupSet","FS-srvexa01vm03","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvexa01vm03","Linux File System","DefaultInstanceName","defaultBackupSet","FS-srvexa01vm03","#STP_DATACENTER_FS_02","2.AWS","0","0","0","1.482","0.709"
"AWS - Glacier","srvexa01vm03","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U01_U02","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvexa01vm03","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U01_U02","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.23","0.032"
"AWS - Glacier","srvexa01vm03","Linux File System","DefaultInstanceName","defaultBackupSet","FS-ACFS_BACKUP","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvexa01vm03","Linux File System","DefaultInstanceName","defaultBackupSet","FS-ACFS_BACKUP","#STP_DATACENTER_FS_02","2.AWS","0","0","0","3.044","2.834"
"DCCM - OnPremisses","srvexa01vm04","Linux File System","DefaultInstanceName","defaultBackupSet","FS-srvexa01vm04","#STP_DATACENTER_FS_02","1.Primary","3.957","0","19.786","19.786","2.895"
"DCCM - OnPremisses","srvexa01vm04","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U01_U02","#STP_DATACENTER_FS_02","1.Primary","0.12","0","1.156","1.156","0.169"
"AWS - Glacier","srvexa01vm04","Linux File System","DefaultInstanceName","defaultBackupSet","FS-srvexa01vm04","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvexa01vm04","Linux File System","DefaultInstanceName","defaultBackupSet","FS-srvexa01vm04","#STP_DATACENTER_FS_02","2.AWS","0","0","0","3.146","1.503"
"AWS - Glacier","srvexa01vm04","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U01_U02","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvexa01vm04","Linux File System","DefaultInstanceName","defaultBackupSet","FS-U01_U02","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.108","0.051"
"DCCM - OnPremisses","SRVIOPAADS001","Virtual Server in RJ2K12VCENTER01","VMware","defaultBackupSet","GSATRJ_VM_DT_VOLACI","#STP_DATACENTER_VM_01","Primary","0.024","0","0.038","0.038","0.007"
"DCCM - OnPremisses","SRVIOPAADS002","Virtual Server in RJ2K12VCENTER01","VMware","defaultBackupSet","GSATRJ_VM_DT_VOLACI","#STP_DATACENTER_VM_01","Primary","0.018","0","0.032","0.032","0.006"
"AWS - Glacier","srviopap2psr001","Windows File System","DefaultInstanceName","defaultBackupSet","fs-srviopap2psr001","_STP_DATACENTER_CLOUD_VAULT","Primary","0.041","0","0","0","0"
"AWS - Glacier","srviopap2psr001","Windows File System","DefaultInstanceName","defaultBackupSet","fs-srviopap2psr001","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srviopap2psr001","Windows File System","DefaultInstanceName","defaultBackupSet","fs-srviopap2psr001","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.022","0.015"
"AWS - Glacier","srviopap2psr001","Windows File System","DefaultInstanceName","defaultBackupSet","fs-srviopap2psr001","#STP_DATACENTER_FS_03","1-Primary","0","0","0","0","0"
"DCCM - OnPremisses","srviopap2psr001","Windows File System","DefaultInstanceName","defaultBackupSet","fs-srviopap2psr001","#STP_DATACENTER_FS_02","1.Primary","0","0","0.212","0.212","0.031"
"DCCM - OnPremisses","SRVJBPAADS001","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.032","0","0.129","0.129","0.022"
"DCCM - OnPremisses","SRVJBPAADS010","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.039","0","0.15","0.15","0.026"
"DCCM - OnPremisses","SRVJBPACTF001","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.016","0","0.063","0.063","0.011"
"DCCM - OnPremisses","SRVLQPAADS010","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.036","0","0.139","0.139","0.024"
"DCCM - OnPremisses","SRVPEPAADS001","Virtual Server in jbpavcssr006.corp.tvglobo.com.br","VMware","defaultBackupSet","PE-REGIONAIS","#STP_DATACENTER_VM_01","Primary","0.031","0","0.286","0.286","0.05"
"DCCM - OnPremisses","SRVPEPAADS001","Virtual Server in 10.100.2.144","VMware","defaultBackupSet","pepaesxsr002.corp.tvglobo.com.br","STP_TVGPE_VM","1.Primary","0","0","0","0","0"
"DCCM - OnPremisses","SRVPEPAADS011","Virtual Server in jbpavcssr006.corp.tvglobo.com.br","VMware","defaultBackupSet","PE-REGIONAIS","#STP_DATACENTER_VM_01","Primary","0.033","0","0.326","0.326","0.057"
"DCCM - OnPremisses","SRVPEPAADS011","Virtual Server in 10.100.2.144","VMware","defaultBackupSet","pepaesxsr002.corp.tvglobo.com.br","STP_TVGPE_VM","1.Primary","0","0","0","0","0"
"DCCM - OnPremisses","SRVPEPAADS011","Virtual Server in 10.100.2.144","VMware","defaultBackupSet","pepaesxsr001.corp.tvglobo.com.br","STP_TVGPE_VM","1.Primary","0","0","0","0","0"
"DCCM - OnPremisses","SRVSEG","Virtual Server in vcenterment.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","vm-menor100GB_MAMEnt-CTRL-CLUSTER","#STP_DATACENTER_VM_01","Primary","0.002","0","0.011","0.011","0.002"
"DCCM - OnPremisses","SRVSEG-02","Virtual Server in vcenterment.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","vm-menor100GB_MAMEnt-CTRL-CLUSTER","#STP_DATACENTER_VM_01","Primary","0.04","0","0.126","0.126","0.022"
"DCCM - OnPremisses","SRVSPPAADS001.off","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.022","0","0.654","0.654","0.114"
"DCCM - OnPremisses","SRVSPPAADS002.OFF","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.021","0","0.651","0.651","0.114"
"DCCM - OnPremisses","SRVSPPAADS010","Virtual Server in SPPAVCSSR001.corp.tvglobo.com.br","VMware","defaultBackupSet","SP-Berrini","#STP_DATACENTER_VM_01","Primary","0.048","0","0.05","0.05","0.009"
"DCCM - OnPremisses","SRVSPPAADS011","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.033","0","1.007","1.007","0.176"
"DCCM - OnPremisses","SRVSPPACLB001","Virtual Server in SPPAVCSSR001.corp.tvglobo.com.br","VMware","defaultBackupSet","SP-Berrini","#STP_DATACENTER_VM_01","Primary","0.007","0","0.002","0.002","0"
"DCCM - OnPremisses","SRVSPPADSM01","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.021","0","0.738","0.738","0.129"
"DCCM - OnPremisses","srvsppamamvdb01","Windows File System","DefaultInstanceName","defaultBackupSet","fs-srvsppamamvdb01","#STP_DATACENTER_FS_02","1.Primary","0.099","0","1.452","1.452","0.213"
"AWS - Glacier","srvsppamamvdb01","Windows File System","DefaultInstanceName","defaultBackupSet","fs-srvsppamamvdb01","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvsppamamvdb01","Windows File System","DefaultInstanceName","defaultBackupSet","fs-srvsppamamvdb01","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.044","0.018"
"AWS - Glacier","srvsppamamvdb01","SQL Server","SRVSPPAMAMVDB01\VANTAGE","defaultBackupSet","SRVSPPAMAMVDB01\VANTAGE\FULL","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"AWS - Glacier","srvsppamamvdb01","SQL Server","SRVSPPAMAMVDB01\VANTAGE","defaultBackupSet","SRVSPPAMAMVDB01\VANTAGE\SIMPLE","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvsppamamvdb01","SQL Server","SRVSPPAMAMVDB01\VANTAGE","defaultBackupSet","SRVSPPAMAMVDB01\VANTAGE\SIMPLE","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"DCCM - OnPremisses","srvsppamamvdb01","SQL Server","SRVSPPAMAMVDB01\VANTAGE","defaultBackupSet","SRVSPPAMAMVDB01\VANTAGE\SIMPLE","#STP_DATACENTER_DB_01","1.Primary","0","0","0","0","0"
"GCP - Archive","srvsppamamvdb01","SQL Server","SRVSPPAMAMVDB01\VANTAGE","defaultBackupSet","SRVSPPAMAMVDB01\VANTAGE\SIMPLE","#_STP_GCP_SQL_DB","Primary","0","0","0.001","0.001","0"
"DCCM - OnPremisses","srvsppamamvdb02","Windows File System","DefaultInstanceName","defaultBackupSet","fs-srvsppamamvdb02","#STP_DATACENTER_FS_02","1.Primary","0.165","0","2.192","2.192","0.321"
"AWS - Glacier","srvsppamamvdb02","Windows File System","DefaultInstanceName","defaultBackupSet","fs-srvsppamamvdb02","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvsppamamvdb02","Windows File System","DefaultInstanceName","defaultBackupSet","fs-srvsppamamvdb02","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.157","0.054"
"AWS - Glacier","srvsppamamvdb02","SQL Server","SRVSPPAMAMVDB02\VANTAGE","defaultBackupSet","SRVSPPAMAMVDB02\VANTAGE\FULL","#STP_DATACENTER_DB_02","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvsppamamvdb02","SQL Server","SRVSPPAMAMVDB02\VANTAGE","defaultBackupSet","SRVSPPAMAMVDB02\VANTAGE\FULL","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"AWS - Glacier","srvsppamamvdb02","SQL Server","SRVSPPAMAMVDB02\VANTAGE","defaultBackupSet","SRVSPPAMAMVDB02\VANTAGE\SIMPLE","#STP_DATACENTER_DB_02","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvsppamamvdb02","SQL Server","SRVSPPAMAMVDB02\VANTAGE","defaultBackupSet","SRVSPPAMAMVDB02\VANTAGE\SIMPLE","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"DCCM - OnPremisses","srvsppamamvdb02","SQL Server","SRVSPPAMAMVDB02\VANTAGE","defaultBackupSet","SRVSPPAMAMVDB02\VANTAGE\FULL","#STP_DATACENTER_DB_02","1.Primary","0","0","0","0","0"
"DCCM - OnPremisses","srvsppamamvdb02","SQL Server","SRVSPPAMAMVDB02\VANTAGE","defaultBackupSet","SRVSPPAMAMVDB02\VANTAGE\SIMPLE","#STP_DATACENTER_DB_02","1.Primary","0","0","0.001","0.001","0"
"DCCM - OnPremisses","SRVSPPAMAMVDBV","SQL Server","SRVSPPAMAMVDBV/SRVSPPAMAMVDBV","defaultBackupSet","AG-SRVSPPAMAMVDBV/FULL","#STP_DATACENTER_DB_01","1.Primary","0.008","0","0","0","0"
"AWS - Glacier","SRVSPPAMAMVDBV","SQL Server","SRVSPPAMAMVDBV/SRVSPPAMAMVDBV","defaultBackupSet","AG-SRVSPPAMAMVDBV/FULL","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"GCP - Archive","SRVSPPAMAMVDBV","SQL Server","SRVSPPAMAMVDBV/SRVSPPAMAMVDBV","defaultBackupSet","AG-SRVSPPAMAMVDBV/FULL","#_STP_GCP_SQL_DB","Primary","0","0","0.308","0.308","0.039"
"DCCM - OnPremisses","SRVSPPAMEM1VC01","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.022","0","1.857","1.857","0.324"
"DCCM - OnPremisses","SRVSPPAMEM3II01","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.064","0","2.091","2.091","0.365"
"DCCM - OnPremisses","SRVSPPAMEVMCLB1","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.009","0","0.27","0.27","0.047"
"DCCM - OnPremisses","SRVSPPAMEVMFTP1","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.005","0","0.18","0.18","0.031"
"DCCM - OnPremisses","SRVSPPAMEVMFTP2","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.005","0","0.174","0.174","0.03"
"DCCM - OnPremisses","SRVSPPAMEVMFTP3","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.002","0","0.067","0.067","0.012"
"DCCM - OnPremisses","SRVSPPAMEVMGER1","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.086","0","2.672","2.672","0.466"
"DCCM - OnPremisses","SRVSPPAMEVMGER2","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.07","0","2.143","2.143","0.374"
"DCCM - OnPremisses","SRVSPPAMEVMMOS1","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.015","0","0.468","0.468","0.082"
"DCCM - OnPremisses","SRVSPPAMEVMPS01","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.066","0","3.084","3.084","0.538"
"DCCM - OnPremisses","SRVSPPAMEVMPS02","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.067","0","4.065","4.065","0.71"
"DCCM - OnPremisses","SRVSPPAMEVMPS03","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.123","0","3.802","3.802","0.664"
"DCCM - OnPremisses","SRVSPPAMEVMPS04","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.045","0","3.115","3.115","0.544"
"DCCM - OnPremisses","SRVSPPAMEVMSPN1","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.024","0","0.755","0.755","0.132"
"DCCM - OnPremisses","SRVSPPAMEVMSPN2","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.022","0","0.682","0.682","0.119"
"DCCM - OnPremisses","SRVSPPAMEVMZAB1","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.004","0","0.146","0.146","0.026"
"DCCM - OnPremisses","SRVSPPBFBR001","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.017","0","0.54","0.54","0.094"
"DCCM - OnPremisses","SRVSPPBFBR002","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.016","0","0.502","0.502","0.088"
"DCCM - OnPremisses","SRVSPPBFBR004","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.025","0","0.781","0.781","0.136"
"DCCM - OnPremisses","srvspstmem1or01","Oracle Database","spmamhml","default","BASE","#STP_DATACENTER_DB_01","1.Primary","0.005","0","0","0","0"
"DCCM - OnPremisses","srvspstmem1or01","Oracle Database","spmamhml","default","BASE_MENSAL","#STP_DATACENTER_DB_01","1.Primary","0.005","0","0","0","0"
"AWS - Glacier","srvspstmem1or01","Oracle Database","spmamhml","default","BASE","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvspstmem1or01","Oracle Database","spmamhml","default","BASE","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"AWS - Glacier","srvspstmem1or01","Oracle Database","spmamhml","default","ArchiveLog","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvspstmem1or01","Oracle Database","spmamhml","default","ArchiveLog","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"AWS - Glacier","srvspstmem1or01","Oracle Database","spmamhml","default","BASE_MENSAL","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","srvspstmem1or01","Oracle Database","spmamhml","default","BASE_MENSAL","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"DCCM - OnPremisses","srvspstmem1or01","Oracle Database","spmamhml","default","ArchiveLog","#STP_DATACENTER_DB_01","1.Primary","0","0","0","0","0"
"GCP - Archive","srvspstmem1or01","Oracle Database","spmamhml","default","BASE","#_STP_GCP_ORACLE_DB","Primary","0","0","0.027","0.027","0.009"
"GCP - Archive","srvspstmem1or01","Oracle Database","spmamhml","default","ArchiveLog","#_STP_GCP_ORACLE_DB","Primary","0","0","0.023","0.023","0.008"
"GCP - Archive","srvspstmem1or01","Oracle Database","spmamhml","default","BASE_MENSAL","#_STP_GCP_ORACLE_DB","Primary","0","0","0.005","0.005","0.002"
"DCCM - OnPremisses","SRVSPSTMEVMLNX1","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.002","0","0.115","0.115","0.02"
"DCCM - OnPremisses","SRVSPSTMEVMLNX2","Virtual Server in vcentermesp.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","MAMEsp","#STP_DATACENTER_VM_01","Primary","0.002","0","0.107","0.107","0.019"
"DCCM - OnPremisses","SRVSTMVFX01","Virtual Server in vcenterment.servicos.corp.tvglobo.com.br","VMware","defaultBackupSet","vm-entre100e400_MAMEnt-CTRL-CLUSTER","#STP_DATACENTER_VM_01","Primary","0.03","0","0.064","0.064","0.011"
